time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs)
468652500,0,4077,0,-0.395,25.5,468.6525,9.8112072,1.000123058
468718750,0,4103,0,1.96,25.5,468.71875,9.8112072,1.000123058
468785000,0,4077,0,-2.656,25.5,468.785,9.8112072,1.000123058
468851250,0,4083,0,-1.789,25.5,468.85125,9.8112072,1.000123058
468917500,0,4086,0,-0.008,25.5,468.9175,9.8112072,1.000123058
468983750,0,4109,0,-0.812,25.5,468.98375,9.8112072,1.000123058
469050000,0,4093,0,-0.867,25.5,469.05,9.8112072,1.000123058
469116250,0,4099,0,-2.612,25.5,469.11625,9.8112072,1.000123058
469182500,0,4083,0,-0.437,25.5,469.1825,9.8112072,1.000123058
469248750,0,4073,0,-3.59,25.5,469.24875,9.8112072,1.000123058
469315000,0,4101,0,2.348,25.5,469.315,9.8112072,1.000123058
469381250,0,4113,0,1.056,25.5,469.38125,9.8112072,1.000123058
469447500,0,4107,0,0.437,25.5,469.4475,9.8112072,1.000123058
469513750,0,4094,0,-2.35,25.5,469.51375,9.8112072,1.000123058
469580000,0,4104,0,0.861,25.5,469.58,9.8112072,1.000123058
469646250,0,4091,0,0.788,25.5,469.64625,9.8112072,1.000123058
469712500,0,4102,0,-1.488,25.5,469.7125,9.8112072,1.000123058
469778750,0,4077,0,3.049,25.5,469.77875,9.8112072,1.000123058
469845000,0,4083,0,3.289,25.5,469.845,9.8112072,1.000123058
469911250,0,4123,0,4.801,25.5,469.91125,9.8112072,1.000123058
469977500,0,4082,0,1.17,25.5,469.9775,9.8112072,1.000123058
470043750,0,4107,0,2.737,25.5,470.04375,9.8112072,1.000123058
470110000,0,4097,0,-1.547,25.5,470.11,9.8112072,1.000123058
470176250,0,4072,0,-1.406,25.5,470.17625,9.8112072,1.000123058
470242500,0,4069,0,1.234,25.5,470.2425,9.8112072,1.000123058
470308750,0,4087,0,-0.522,25.5,470.30875,9.8112072,1.000123058
470375000,0,4093,0,-0.453,25.5,470.375,9.8112072,1.000123058
470441250,0,4110,0,0.066,25.5,470.44125,9.8112072,1.000123058
470507500,0,4070,0,-1.66,25.5,470.5075,9.8112072,1.000123058
470573750,0,4098,0,0.486,25.5,470.57375,9.8112072,1.000123058
470640000,0,4100,0,-2.454,25.5,470.64,9.8112072,1.000123058
470706250,0,4096,0,-0.074,25.5,470.70625,9.8112072,1.000123058
470772500,0,4111,0,-1.677,25.5,470.7725,9.8112072,1.000123058
470838750,0,4091,0,-0.488,25.5,470.83875,9.8112072,1.000123058
470905000,0,4082,0,1.194,25.5,470.905,9.8112072,1.000123058
470971250,0,4092,0,3.259,25.5,470.97125,9.8112072,1.000123058
471037500,0,4109,0,-0.381,25.5,471.0375,9.8112072,1.000123058
471103750,0,4093,0,1.35,25.5,471.10375,9.8112072,1.000123058
471170000,0,4117,0,-1.985,25.5,471.17,9.8112072,1.000123058
471236250,0,4114,0,2.444,25.5,471.23625,9.8112072,1.000123058
471302500,0,4068,0,-3.676,25.5,471.3025,9.8112072,1.000123058
471368750,0,4101,0,3.92,25.5,471.36875,9.8112072,1.000123058
471435000,0,4086,0,-1.69,25.5,471.435,9.8112072,1.000123058
471501250,0,4118,0,-1.729,25.5,471.50125,9.8112072,1.000123058
471567500,0,4094,0,0.805,25.5,471.5675,9.8112072,1.000123058
471633750,0,4095,0,1.735,25.5,471.63375,9.8112072,1.000123058
471700000,0,4084,0,-0.792,25.5,471.7,9.8112072,1.000123058
471766250,0,4095,0,0.855,25.5,471.76625,9.8112072,1.000123058
471832500,0,4105,0,3.014,25.5,471.8325,9.8112072,1.000123058
471898750,0,4100,0,1.459,25.5,471.89875,9.8112072,1.000123058
471965000,0,4103,0,0.214,25.5,471.965,9.8112072,1.000123058
472031250,0,4099,0,2.087,25.5,472.03125,9.8112072,1.000123058
472097500,0,4107,0,4.011,25.5,472.0975,9.8112072,1.000123058
472163750,0,4087,0,-0.902,25.5,472.16375,9.8112072,1.000123058
472230000,0,4126,0,0.978,25.5,472.23,9.8112072,1.000123058
472296250,0,4071,0,2.958,25.5,472.29625,9.8112072,1.000123058
472362500,0,4051,0,-1.658,25.5,472.3625,9.8112072,1.000123058
472428750,0,4101,0,-4.103,25.5,472.42875,9.8112072,1.000123058
472495000,0,4084,0,-2.811,25.5,472.495,9.8112072,1.000123058
472561250,0,4112,0,0.56,25.5,472.56125,9.8112072,1.000123058
472627500,0,4098,0,-1.363,25.5,472.6275,9.8112072,1.000123058
472693750,0,4089,0,3.194,25.5,472.69375,9.8112072,1.000123058
472760000,0,4106,0,-0.059,25.5,472.76,9.8112072,1.000123058
472826250,0,4099,0,-0.284,25.5,472.82625,9.8112072,1.000123058
472892500,0,4077,0,-0.01,25.5,472.8925,9.8112072,1.000123058
472958750,0,26423,0,-3.602,25.5,472.95875,63.3005592,6.452656391
473025000,0,24473,0,-2.492,25.5,473.025,58.6151736,5.97504318
473091250,0,25066,0,4.088,25.5,473.09125,59.9950032,6.115698593
473157500,0,25816,0,10.024,25.5,473.1575,61.8234984,6.302089541
473223750,0,26570,0,17.516,25.5,473.22375,63.6577848,6.489070826
473290000,0,27328,0,26.097,25.5,473.29,65.4966432,6.676518165
473356250,0,27861,0,35.15,25.5,473.35625,66.6740856,6.796542875
473422500,0,28254,0,49.597,25.5,473.4225,67.6482264,6.89584367
473488750,0,28635,0,60.117,25.5,473.48875,68.6208432,6.994989113
473555000,0,29036,0,73.921,25.5,473.555,69.591936,7.093979205
473621250,0,29453,0,94.385,25.5,473.62125,70.5612,7.192782875
473687500,0,29851,0,110.826,25.5,473.6875,71.5280256,7.291337982
473753750,0,30239,0,130.828,25.5,473.75375,72.4009728,7.380323425
473820000,0,30514,0,155.079,25.5,473.82,73.1187768,7.453494067
473886250,0,30819,0,177.046,25.5,473.88625,73.8326184,7.526260795
473952500,0,31115,0,202.779,25.5,473.9525,74.5415832,7.598530398
474018750,0,31443,0,233.499,25.5,474.01875,75.2456712,7.670302875
474085000,0,31705,0,264.248,25.5,474.085,75.9445776,7.741547156
474151250,0,32003,0,292.929,25.5,474.15125,76.6379976,7.812232171
474217500,0,32279,0,332.058,25.5,474.2175,77.3259312,7.88235792
474283750,0,32421,0,366.088,25.5,474.28375,77.6109192,7.911408685
474350000,0,32370,0,399.974,25.5,474.35,77.4920472,7.899291254
474416250,0,32296,0,447.083,25.5,474.41625,77.3622024,7.886055291
474482500,0,32214,0,486.858,25.5,474.4825,77.2216896,7.871731865
474548750,0,32206,0,534.228,25.5,474.54875,77.0708136,7.856352049
474615000,0,32095,0,582.204,25.5,474.615,76.9092696,7.839884771
474681250,0,32008,0,628.975,25.5,474.68125,76.7376672,7.822392171
474747500,0,31965,0,679.252,25.5,474.7475,76.5553968,7.80381211
474813750,0,31744,0,736.542,25.5,474.81375,76.064364,7.753757798
474880000,0,31409,0,789.314,25.5,474.88,75.2761512,7.673409908
474946250,0,31142,0,843.792,25.5,474.94625,74.4760512,7.591850275
475012500,0,30750,0,903.746,25.5,475.0125,73.6637592,7.509047829
475078750,0,30384,0,963.804,25.5,475.07875,72.8401896,7.42509578
475145000,0,30062,0,1027.073,25.5,475.145,72.0053424,7.339994128
475211250,0,29718,0,1090.561,25.5,475.21125,71.1598272,7.253805015
475277500,0,29058,0,1160.064,25.5,475.2775,69.5770008,7.092456758
475343750,0,28290,0,1229.165,25.5,475.34375,67.8125136,6.912590581
475410000,0,27592,0,1294.137,25.5,475.41,66.0367488,6.731574801
475476250,0,26810,0,1368.85,25.5,475.47625,64.2506208,6.54950263
475542500,0,26242,0,1443.535,25.5,475.5425,62.8046496,6.402104954
475608750,0,25824,0,1515.868,25.5,475.60875,61.8884208,6.308707523
475675000,0,25453,0,1592.972,25.5,475.675,60.9657912,6.214657615
475741250,0,25058,0,1671.755,25.5,475.74125,60.0373704,6.12001737
475807500,0,24660,0,1750.743,25.5,475.8075,59.1034632,6.024817859
475873750,0,22139,0,1830.359,25.5,475.87375,53.0431248,5.407046361
475940000,0,11619,0,1917.379,25.5,475.94,27.8212296,2.836007095
476006250,0,-1119,0,1999.04,25.5,476.00625,-2.6697432,-0.272145076
476072500,0,-4005,0,2080.632,25.5,476.0725,-9.6374712,-0.982412966
476138750,0,-3968,0,2161.708,25.5,476.13875,-9.4847664,-0.966846728
476205000,0,-3903,0,2243.211,25.5,476.205,-9.3348048,-0.951560122
476271250,0,-3856,0,2325.1,25.5,476.27125,-9.1872816,-0.93652208
476337500,0,-3797,0,2406.008,25.5,476.3375,-9.0425016,-0.92176367
476403750,0,-3714,0,2485.851,25.5,476.40375,-8.8998552,-0.907222752
476470000,0,-3656,0,2564.913,25.5,476.47,-8.759952,-0.892961468
476536250,0,-3620,0,2643.446,25.5,476.53625,-8.6224872,-0.878948746
476602500,0,-3562,0,2722.349,25.5,476.6025,-8.487156,-0.865153517
476668750,0,-3493,0,2800.217,25.5,476.66875,-8.3542632,-0.85160685
476735000,0,-3424,0,2872.434,25.5,476.735,-8.223504,-0.838277676
476801250,0,-3367,0,2953.353,25.5,476.80125,-8.0948784,-0.825165994
476867500,0,-3319,0,3029.627,25.5,476.8675,-7.9683864,-0.812271804
476933750,0,-3264,0,3102.057,25.5,476.93375,-7.844028,-0.799595107
477000000,0,-3232,0,3174.311,25.5,477,-7.7214984,-0.787104832
477066250,0,-3182,0,3247.298,25.5,477.06625,-7.6014072,-0.774863119
477132500,0,-3120,0,3323.797,25.5,477.1325,-7.48284,-0.762776758
477198750,0,-3070,0,3399.201,25.5,477.19875,-7.3664064,-0.75090789
477265000,0,-3018,0,3471.707,25.5,477.265,-7.2521064,-0.739256514
477331250,0,-2985,0,3547.769,25.5,477.33125,-7.1393304,-0.727760489
477397500,0,-2950,0,3617.7,25.5,477.3975,-7.0283832,-0.716450887
477463750,0,-2896,0,3682.755,25.5,477.46375,-6.9192648,-0.705327706
477530000,0,-2845,0,3758.656,25.5,477.53,-6.8119752,-0.694390948
477596250,0,-2828,0,3827.486,25.5,477.59625,-6.7062096,-0.683609541
477662500,0,-2742,0,3893.558,25.5,477.6625,-6.601968,-0.672983486
477728750,0,-2723,0,3967.458,25.5,477.72875,-6.4995552,-0.662543853
477795000,0,-2687,0,4032.478,25.5,477.795,-6.3989712,-0.652290642
477861250,0,-2631,0,4103.656,25.5,477.86125,-6.2996064,-0.642161713
477927500,0,-2591,0,4172.521,25.5,477.9275,-6.2017656,-0.632188135
477993750,0,-2551,0,4235.489,25.5,477.99375,-6.1057536,-0.622400979
478060000,0,-2512,0,4301.789,25.5,478.06,-6.0109608,-0.612738104
478126250,0,-2431,0,4349.532,25.5,478.12625,-5.917692,-0.603230581
478192500,0,-2432,0,4413.901,25.5,478.1925,-5.8259472,-0.59387841
478258750,0,-2389,0,4466.894,25.5,478.25875,-5.7354216,-0.58465052
478325000,0,-2387,0,4527.952,25.5,478.325,-5.64642,-0.575577982
478391250,0,-2326,0,4597.299,25.5,478.39125,-5.5586376,-0.566629725
478457500,0,-2295,0,4635.524,25.5,478.4575,-5.4720744,-0.557805749
478523750,0,-2249,0,4708.722,25.5,478.52375,-5.3870352,-0.549137125
478590000,0,-2200,0,4765.699,25.5,478.59,-5.3032152,-0.540592783
478656250,0,-2175,0,4817.983,25.5,478.65625,-5.2206144,-0.532172722
478722500,0,-2157,0,4871.431,25.5,478.7225,-5.1392328,-0.523876942
478788750,0,-2105,0,4917.178,25.5,478.78875,-5.0590704,-0.515705443
478855000,0,-2076,0,4967.212,25.5,478.855,-4.9801272,-0.507658226
478921250,0,-2042,0,4999.059,25.5,478.92125,-4.9020984,-0.49970422
478987500,0,-2008,0,5040.161,25.5,478.9875,-4.8252888,-0.491874495
479053750,0,-2014,0,5052.463,25.5,479.05375,-4.7496984,-0.484169052
479120000,0,-1963,0,5226.42,25.5,479.12,-4.6753272,-0.47658789
479186250,0,-1921,0,5231.369,25.5,479.18625,-4.6018704,-0.469099939
479252500,0,-1921,0,5278.904,25.5,479.2525,-4.5296328,-0.461736269
479318750,0,-1872,0,5253.081,25.5,479.31875,-4.4583096,-0.45446581
479385000,0,-1827,0,5404.597,25.5,479.385,-4.3879008,-0.447288563
479451250,0,-1813,0,5434.211,25.5,479.45125,-4.3187112,-0.440235596
479517500,0,-1782,0,5426.167,25.5,479.5175,-4.250436,-0.433275841
479583750,0,-1763,0,5530.387,25.5,479.58375,-4.1830752,-0.426409297
479650000,0,-1726,0,5577.82,25.5,479.65,-4.1166288,-0.419635963
479716250,0,-1672,0,5644.333,25.5,479.71625,-4.0514016,-0.412986911
479782500,0,-1658,0,5699.46,25.5,479.7825,-3.986784,-0.4064
479848750,0,-1642,0,5778.368,25.5,479.84875,-3.9230808,-0.3999063
479915000,0,-1612,0,5735.087,25.5,479.915,-3.8605968,-0.393536881
479981250,0,-1582,0,5779.287,25.5,479.98125,-3.7987224,-0.387229602
480047500,0,-1563,0,5816.064,25.5,480.0475,-3.7377624,-0.381015535
480113750,0,-1517,0,5900.253,25.5,480.11375,-3.6777168,-0.374894679
480180000,0,-1509,0,5946.815,25.5,480.18,-3.6182808,-0.368835963
480246250,0,-1487,0,6058.651,25.5,480.24625,-3.5597592,-0.362870459
480312500,0,-1443,0,6071.585,25.5,480.3125,-3.502152,-0.356998165
480378750,0,-1441,0,6191.856,25.5,480.37875,-3.4454592,-0.351219083
480445000,0,-1443,0,6149.618,25.5,480.445,-3.389376,-0.345502141
480511250,0,-1394,0,6156.462,25.5,480.51125,-3.3339024,-0.339847339
480577500,0,-1350,0,6266.275,25.5,480.5775,-3.2793432,-0.334285749
480643750,0,-1362,0,6260.552,25.5,480.64375,-3.2256984,-0.32881737
480710000,0,-1335,0,6297.582,25.5,480.71,-3.1726632,-0.323411131
480776250,0,-1294,0,6348.43,25.5,480.77625,-3.1202376,-0.318067034
480842500,0,-1285,0,6479.525,25.5,480.8425,-3.0687264,-0.312816147
480908750,0,-1289,0,6535.941,25.5,480.90875,-3.0178248,-0.307627401
480975000,0,-1250,0,6628.419,25.5,480.975,-2.9675328,-0.302500795
481041250,0,-1235,0,6693.414,25.5,481.04125,-2.9181552,-0.297467401
481107500,0,-1187,0,6711.711,25.5,481.1075,-2.8690824,-0.292465076
481173750,0,-1183,0,6692.822,25.5,481.17375,-2.820924,-0.287555963
481240000,0,-1161,0,6769.144,25.5,481.24,-2.7733752,-0.282708991
481306250,0,-1133,0,6814.438,25.5,481.30625,-2.726436,-0.277924159
481372500,0,-1136,0,6911.263,25.5,481.3725,-2.6804112,-0.273232538
481438750,0,-1095,0,6920.564,25.5,481.43875,-2.6346912,-0.268571988
481505000,0,-1092,0,6998.296,25.5,481.505,-2.5895808,-0.263973578
481571250,0,-1095,0,7060.288,25.5,481.57125,-2.54508,-0.259437309
481637500,0,-1039,0,7054.993,25.5,481.6375,-2.5011888,-0.25496318
481703750,0,-1030,0,7101.639,25.5,481.70375,-2.458212,-0.250582263
481770000,0,-1029,0,7196.255,25.5,481.77,-2.41554,-0.246232416
481836250,0,-999,0,7242.367,25.5,481.83625,-2.3731728,-0.241913639
481902500,0,-980,0,7305.47,25.5,481.9025,-2.33172,-0.237688073
481968750,0,-939,0,7343.447,25.5,481.96875,-2.2908768,-0.233524648
482035000,0,-946,0,7404.646,25.5,482.035,-2.2503384,-0.229392294
482101250,0,-928,0,7450.258,25.5,482.10125,-2.2104096,-0.22532208
482167500,0,-899,0,7514.076,25.5,482.1675,-2.1710904,-0.221314006
482233750,0,-901,0,7515.177,25.5,482.23375,-2.1323808,-0.217368073
482300000,0,-895,0,7565.265,25.5,482.3,-2.093976,-0.213453211
482366250,0,-853,0,7642.459,25.5,482.36625,-2.0561808,-0.209600489
482432500,0,-805,0,7661.106,25.5,482.4325,-2.0189952,-0.205809908
482498750,0,-851,0,7738.317,25.5,482.49875,-1.9821144,-0.202050398
482565000,0,-812,0,7782.883,25.5,482.565,-1.9458432,-0.198353028
482631250,0,-790,0,7867.94,25.5,482.63125,-1.9098768,-0.194686728
482697500,0,-792,0,7907.82,25.5,482.6975,-1.87452,-0.191082569
482763750,0,-767,0,7943.653,25.5,482.76375,-1.8397728,-0.18754055
482830000,0,-762,0,7979.53,25.5,482.83,-1.8053304,-0.184029602
482896250,0,-714,0,8018.069,25.5,482.89625,-1.7714976,-0.180580795
482962500,0,-753,0,8055.126,25.5,482.9625,-1.7379696,-0.177163058
483028750,0,-706,0,8093.969,25.5,483.02875,-1.7047464,-0.173776391
483095000,0,-679,0,8127.274,25.5,483.095,-1.6721328,-0.170451865
483161250,0,-677,0,8162.939,25.5,483.16125,-1.6401288,-0.16718948
483227500,0,-699,0,8199.571,25.5,483.2275,-1.6084296,-0.163958165
483293750,0,-657,0,8233.453,25.5,483.29375,-1.5770352,-0.16075792
483360000,0,-623,0,8272.162,25.5,483.36,-1.5462504,-0.157619817
483426250,0,-611,0,8300.726,25.5,483.42625,-1.5157704,-0.154512783
483492500,0,-630,0,8332.15,25.5,483.4925,-1.4855952,-0.15143682
483558750,0,-637,0,8372.92,25.5,483.55875,-1.4560296,-0.148422997
483625000,0,-590,0,8403.676,25.5,483.625,-1.4267688,-0.145440245
483691250,0,-578,0,8438.831,25.5,483.69125,-1.3978128,-0.142488563
483757500,0,-578,0,8469.455,25.5,483.7575,-1.3694664,-0.139599021
483823750,0,-555,0,8501.251,25.5,483.82375,-1.3414248,-0.13674055
483890000,0,-528,0,8535.439,25.5,483.89,-1.313688,-0.13391315
483956250,0,-547,0,8565.756,25.5,483.95625,-1.286256,-0.13111682
484022500,0,-535,0,8595.785,25.5,484.0225,-1.2594336,-0.12838263
484088750,0,-487,0,8625.832,25.5,484.08875,-1.232916,-0.125679511
484155000,0,-501,0,8655.627,25.5,484.155,-1.2067032,-0.123007462
484221250,0,-505,0,8687.652,25.5,484.22125,-1.1807952,-0.120366483
484287500,0,-497,0,8720.62,25.5,484.2875,-1.1554968,-0.117787645
484353750,0,-475,0,8750.381,25.5,484.35375,-1.1301984,-0.115208807
484420000,0,-462,0,8781.409,25.5,484.42,-1.1055096,-0.11269211
484486250,0,-473,0,8808.561,25.5,484.48625,-1.0811256,-0.110206483
484552500,0,-465,0,8831.695,25.5,484.5525,-1.0570464,-0.107751927
484618750,0,-434,0,8861.561,25.5,484.61875,-1.033272,-0.10532844
484685000,0,-438,0,8889.389,25.5,484.685,-1.0098024,-0.102936024
484751250,0,-400,0,8916.77,25.5,484.75125,-0.9866376,-0.100574679
484817500,0,-366,0,8946.362,25.5,484.8175,-0.9640824,-0.098275474
484883750,0,-404,0,8972.755,25.5,484.88375,-0.9415272,-0.095976269
484950000,0,-391,0,9000.675,25.5,484.95,-0.9195816,-0.093739205
485016250,0,-374,0,9024.944,25.5,485.01625,-0.897636,-0.091502141
485082500,0,-380,0,9049.862,25.5,485.0825,-0.8763,-0.089327217
485148750,0,-378,0,9079.838,25.5,485.14875,-0.8552688,-0.087183364
485215000,0,-336,0,9101.338,25.5,485.215,-0.8342376,-0.085039511
485281250,0,-342,0,9127.775,25.5,485.28125,-0.813816,-0.082957798
485347500,0,-340,0,9154.171,25.5,485.3475,-0.7936992,-0.080907156
485413750,0,-339,0,9178.581,25.5,485.41375,-0.7735824,-0.078856514
485480000,0,-315,0,9199.751,25.5,485.48,-0.7540752,-0.076868012
485546250,0,-306,0,9223.33,25.5,485.54625,-0.734568,-0.074879511
485612500,0,-312,0,9247.332,25.5,485.6125,-0.7156704,-0.07295315
485678750,0,-276,0,9272.081,25.5,485.67875,-0.6970776,-0.071057859
485745000,0,-281,0,9294.11,25.5,485.745,-0.6784848,-0.069162569
485811250,0,-270,0,9318.293,25.5,485.81125,-0.6601968,-0.067298349
485877500,0,-273,0,9338.283,25.5,485.8775,-0.6425184,-0.065496269
485943750,0,-242,0,9361.068,25.5,485.94375,-0.62484,-0.06369419
486010000,0,-259,0,9383.163,25.5,486.01,-0.6074664,-0.06192318
486076250,0,-277,0,9401.111,25.5,486.07625,-0.5903976,-0.060183242
486142500,0,-229,0,9421.074,25.5,486.1425,-0.5736336,-0.058474373
486208750,0,-236,0,9438.925,25.5,486.20875,-0.5571744,-0.056796575
486275000,0,-261,0,9462.567,25.5,486.275,-0.54102,-0.055149847
486341250,0,-207,0,9482.234,25.5,486.34125,-0.5251704,-0.05353419
486407500,0,-190,0,9503.099,25.5,486.4075,-0.5093208,-0.051918532
486473750,0,-231,0,9522.834,25.5,486.47375,-0.493776,-0.050333945
486540000,0,-205,0,9539.793,25.5,486.54,-0.4788408,-0.048811498
486606250,0,-167,0,9560.993,25.5,486.60625,-0.4639056,-0.047289052
486672500,0,-178,0,9579.662,25.5,486.6725,-0.4492752,-0.045797676
486738750,0,-201,0,9595.698,25.5,486.73875,-0.4349496,-0.04433737
486805000,0,-185,0,9613.256,25.5,486.805,-0.420624,-0.042877064
486871250,0,-191,0,9630.529,25.5,486.87125,-0.406908,-0.041478899
486937500,0,-175,0,9649.936,25.5,486.9375,-0.393192,-0.040080734
487003750,0,-142,0,9667.441,25.5,487.00375,-0.3797808,-0.038713639
487070000,0,-150,0,9684.241,25.5,487.07,-0.3666744,-0.037377615
487136250,0,-146,0,9699.267,25.5,487.13625,-0.3538728,-0.036072661
487202500,0,-163,0,9713.29,25.5,487.2025,-0.3410712,-0.034767706
487268750,0,-134,0,9728.407,25.5,487.26875,-0.3288792,-0.033524893
487335000,0,-139,0,9747.24,25.5,487.335,-0.3166872,-0.03228208
487401250,0,-137,0,9758.756,25.5,487.40125,-0.3048,-0.031070336
487467500,0,-126,0,9776.716,25.5,487.4675,-0.2929128,-0.029858593
487533750,0,-133,0,9789.4,25.5,487.53375,-0.2816352,-0.028708991
487600000,0,-96,0,9806.84,25.5,487.6,-0.2703576,-0.027559388
487666250,0,-107,0,9820.991,25.5,487.66625,-0.2593848,-0.026440856
487732500,0,-95,0,9832.319,25.5,487.7325,-0.2487168,-0.025353394
487798750,0,-112,0,9842.877,25.5,487.79875,-0.2383536,-0.024297003
487865000,0,-83,0,9858.305,25.5,487.865,-0.2279904,-0.023240612
487931250,0,-98,0,9870.895,25.5,487.93125,-0.217932,-0.022215291
487997500,0,-127,0,9881.829,25.5,487.9975,-0.2081784,-0.02122104
488063750,0,-82,0,9891.704,25.5,488.06375,-0.1987296,-0.020257859
488130000,0,-93,0,9903.255,25.5,488.13,-0.1892808,-0.019294679
488196250,0,-98,0,9915.712,25.5,488.19625,-0.1801368,-0.018362569
488262500,0,-66,0,9926.636,25.5,488.2625,-0.1712976,-0.017461529
488328750,0,-59,0,9938.895,25.5,488.32875,-0.1627632,-0.01659156
488395000,0,-66,0,9948.5,25.5,488.395,-0.1542288,-0.01572159
488461250,0,-46,0,9961.892,25.5,488.46125,-0.1459992,-0.014882691
488527500,0,-42,0,9969.608,25.5,488.5275,-0.1380744,-0.014074862
488593750,0,-29,0,9978.051,25.5,488.59375,-0.1304544,-0.013298104
488660000,0,-53,0,9988.829,25.5,488.66,-0.1228344,-0.012521346
488726250,0,-58,0,9999.225,25.5,488.72625,-0.1155192,-0.011775657
488792500,0,-36,0,10003.093,25.5,488.7925,-0.1085088,-0.01106104
488858750,0,-59,0,10017.853,25.5,488.85875,-0.1018032,-0.010377492
488925000,0,-33,0,10023.927,25.5,488.925,-0.0950976,-0.009693945
488991250,0,-29,0,10029.139,25.5,488.99125,-0.0890016,-0.009072538
489057500,0,-20,0,10037.212,25.5,489.0575,-0.0829056,-0.008451131
489123750,0,2,0,10042.552,25.5,489.12375,-0.0771144,-0.007860795
489190000,0,-28,0,10049.275,25.5,489.19,-0.0713232,-0.007270459
489256250,0,-33,0,10056.551,25.5,489.25625,-0.0658368,-0.006711193
489322500,0,-5,0,10063.268,25.5,489.3225,-0.0603504,-0.006151927
489388750,0,-14,0,10070.89,25.5,489.38875,-0.0551688,-0.005623731
489455000,0,-34,0,10075.323,25.5,489.455,-0.050292,-0.005126606
489521250,0,-40,0,10082.211,25.5,489.52125,-0.0454152,-0.00462948
489587500,0,-37,0,10083.899,25.5,489.5875,-0.0408432,-0.004163425
489653750,0,-37,0,10089.577,25.5,489.65375,-0.0362712,-0.00369737
489720000,0,1,0,10093.195,25.5,489.72,-0.032004,-0.003262385
489786250,0,-6,0,10099.538,25.5,489.78625,-0.0277368,-0.002827401
489852500,0,-11,0,10103.374,25.5,489.8525,-0.0237744,-0.002423486
489918750,0,-5,0,10108.935,25.5,489.91875,-0.0201168,-0.002050642
489985000,0,-8,0,10106.281,25.5,489.985,-0.016764,-0.001708869
490051250,0,-24,0,10110.809,25.5,490.05125,-0.013716,-0.001398165
490117500,0,-19,0,10114.495,25.5,490.1175,-0.0109728,-0.001118532
490183750,0,-18,0,10119.148,25.5,490.18375,-0.0085344,-0.000869969
490250000,0,17,0,10119.008,25.5,490.25,-0.0064008,-0.000652477
490316250,0,-3,0,10119.145,25.5,490.31625,-0.004572,-0.000466055
490382500,0,-7,0,10122.089,25.5,490.3825,-0.003048,-0.000310703
490448750,0,5,0,10121.57,25.5,490.44875,-0.0018288,-0.000186422
490515000,0,-19,0,10123.378,25.5,490.515,-0.0009144,-9.3211E-05
490581250,0,-10,0,10123.85,25.5,490.58125,-0.0003048,-3.10703E-05
490647500,0,-10,0,10123.666,25.5,490.6475,0,0
490713750,0,17,0,10126.49,25.5,490.71375,0.0039624,0.000403914
490780000,0,9,0,10126.309,25.5,490.78,0.0271272,0.00276526
490846250,0,37,0,10123.29,25.5,490.84625,0.0707136,0.007208318
490912500,0,70,0,10120.509,25.5,490.9125,0.134112,0.013670948
490978750,0,83,0,10123.897,25.5,490.97875,0.2170176,0.02212208
491045000,0,114,0,10120.432,25.5,491.045,0.318516,0.032468502
491111250,0,164,0,10115.031,25.5,491.11125,0.4383024,0.044679144
491177500,0,252,0,10116.845,25.5,491.1775,0.5748528,0.058598654
491243750,0,314,0,10112.883,25.5,491.24375,0.7275576,0.074164893
491310000,0,350,0,10111.652,25.5,491.31,0.8948928,0.091222508
491376250,0,464,0,10104.02,25.5,491.37625,1.075944,0.109678287
491442500,0,507,0,10103.828,25.5,491.4425,1.2691872,0.129376881
491508750,0,624,0,10100.262,25.5,491.50875,1.473708,0.150225076
491575000,0,691,0,10098.956,25.5,491.575,1.6873728,0.172005382
491641250,0,799,0,10090.925,25.5,491.64125,1.9098768,0.194686728
491707500,0,883,0,10089.376,25.5,491.7075,2.1387816,0.21802055
491773750,0,987,0,10088.749,25.5,491.77375,2.3734776,0.241944709
491840000,0,1100,0,10078.013,25.5,491.84,2.6127456,0.266334924
491906250,0,1177,0,10075.898,25.5,491.90625,2.8547568,0.291004771
491972500,0,1294,0,10068.834,25.5,491.9725,3.0989016,0.31589211
492038750,0,1398,0,10064.334,25.5,492.03875,3.343656,0.34084159
492105000,0,1484,0,10064.881,25.5,492.105,3.5881056,0.36576
492171250,0,1573,0,10054.961,25.5,492.17125,3.831336,0.390554128
492237500,0,1682,0,10051.69,25.5,492.2375,4.0724328,0.415130765
492303750,0,1775,0,10037.531,25.5,492.30375,4.3107864,0.439427768
492370000,0,1891,0,10036.551,25.5,492.37,4.5454824,0.463351927
492436250,0,1984,0,10024.292,25.5,492.43625,4.7756064,0.486810031
492502500,0,2097,0,10027.763,25.5,492.5025,5.0011584,0.50980208
492568750,0,2194,0,10014.187,25.5,492.56875,5.221224,0.532234862
492635000,0,2264,0,10011.122,25.5,492.635,5.4354984,0.554077309
492701250,0,2364,0,10003.589,25.5,492.70125,5.6439816,0.575329419
492767500,0,2432,0,9993.493,25.5,492.7675,5.846064,0.595929052
492833750,0,2545,0,9987.673,25.5,492.83375,6.0414408,0.615845138
492900000,0,2585,0,9981.663,25.5,492.9,6.230112,0.635077676
492966250,0,2684,0,9973.007,25.5,492.96625,6.4120776,0.653626667
493032500,0,2772,0,9966.906,25.5,493.0325,6.5873376,0.67149211
