time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs),,R1,R2
459775000,0,-4096,0,3.917,25.5,459.775,9.8112072,1.000123058,,-0.188787896,3.917048377
459841250,0,-4098,0,2.276,25.5,459.84125,9.8112072,1.000123058,,2.320806153,2.275928558
459907500,0,-4103,0,-0.189,25.5,459.9075,9.8112072,1.000123058,,7.249617113,-0.189491396
459973750,0,-4089,0,-0.668,25.5,459.97375,9.8112072,1.000123058,,-7.403224309,-0.667526181
460040000,0,-4103,0,-0.405,25.5,460.04,9.8112072,1.000123058,,7.088260789,-0.405036253
460106250,0,-4101,0,-1.535,25.5,460.10625,9.8112072,1.000123058,,5.04578015,-1.534894835
460172500,0,-4123,0,-0.144,25.5,460.1725,9.8112072,1.000123058,,26.58735293,-0.143848865
460238750,0,-4097,0,3.957,25.5,460.23875,9.8112072,1.000123058,,0.841703098,3.957430188
460305000,0,-4094,0,-0.353,25.5,460.305,9.8112072,1.000123058,,-2.250965588,-0.353181225
460371250,0,-4103,0,1.442,25.5,460.37125,9.8112072,1.000123058,,7.392858453,1.442408444
460437500,0,-4075,0,2.817,25.5,460.4375,9.8112072,1.000123058,,-21.26954575,2.816991586
460503750,0,-4087,0,0.553,25.5,460.50375,9.8112072,1.000123058,,-8.983948309,0.553190564
460570000,0,-4089,0,-4.562,25.5,460.57,9.8112072,1.000123058,,-7.493858992,-4.561835765
460636250,0,-4098,0,1.268,25.5,460.63625,9.8112072,1.000123058,,2.273763523,1.267770001
460702500,0,-4115,0,0.931,25.5,460.7025,9.8112072,1.000123058,,18.70107064,0.930776194
460768750,0,-4097,0,0.359,25.5,460.76875,9.8112072,1.000123058,,0.589113697,0.358661554
460835000,0,-4084,0,-4.318,25.5,460.835,9.8112072,1.000123058,,-12.49514962,-4.317913432
460901250,0,-4087,0,-0.859,25.5,460.90125,9.8112072,1.000123058,,-9.097064702,-0.858516366
460967500,0,-4092,0,0.241,25.5,460.9675,9.8112072,1.000123058,,-4.494827064,0.241322685
461033750,0,-4085,0,-2.696,25.5,461.03375,9.8112072,1.000123058,,-11.18268302,-2.696185758
461100000,0,-4100,0,-2.855,25.5,461.1,9.8112072,1.000123058,,3.923147189,-2.855127744
461166250,0,-4122,0,1.349,25.5,461.16625,9.8112072,1.000123058,,25.95922739,1.349386004
461232500,0,-4110,0,-0.097,25.5,461.2325,9.8112072,1.000123058,,13.87259777,-0.096530838
461298750,0,-4090,0,2.655,25.5,461.29875,9.8112072,1.000123058,,-5.684438438,2.65500786
461365000,0,-4103,0,1.178,25.5,461.365,9.8112072,1.000123058,,6.965538654,1.177621427
461431250,0,-4073,0,-2.223,25.5,461.43125,9.8112072,1.000123058,,-22.85295544,-2.223387418
461497500,0,-4091,0,-0.548,25.5,461.4975,9.8112072,1.000123058,,-4.925054436,-0.547917474
461563750,0,-4090,0,-0.591,25.5,461.56375,9.8112072,1.000123058,,-5.886913721,-0.59089864
461630000,0,-4101,0,-0.57,25.5,461.63,9.8112072,1.000123058,,5.189937018,-0.569864838
461696250,0,-4097,0,0.293,25.5,461.69625,9.8112072,1.000123058,,0.855940159,0.293038672
461762500,0,-4102,0,-0.635,25.5,461.7625,9.8112072,1.000123058,,6.418298309,-0.63541014
461828750,0,-4093,0,1.313,25.5,461.82875,9.8112072,1.000123058,,-2.658658047,1.312943859
461895000,0,-4115,0,0.858,25.5,461.895,9.8112072,1.000123058,,18.96705274,0.858356255
461961250,0,-4098,0,-1.084,25.5,461.96125,9.8112072,1.000123058,,1.624520561,-1.08411154
462027500,0,-4086,0,-1.962,25.5,462.0275,9.8112072,1.000123058,,-9.773047146,-1.962410481
462093750,0,-4115,0,0.592,25.5,462.09375,9.8112072,1.000123058,,18.70776813,0.591514595
462160000,0,-4076,0,2.16,25.5,462.16,9.8112072,1.000123058,,-20.38744744,2.160259673
462226250,0,-4119,0,2.104,25.5,462.22625,9.8112072,1.000123058,,23.48939483,2.103631303
462292500,0,-4085,0,1.077,25.5,462.2925,9.8112072,1.000123058,,-10.69909723,1.076592546
462358750,0,-4076,0,-0.841,25.5,462.35875,9.8112072,1.000123058,,-19.80438328,-0.841230546
462425000,0,-4065,0,-0.152,25.5,462.425,9.8112072,1.000123058,,-30.5891219,-0.151809012
462491250,0,-4099,0,0.469,25.5,462.49125,9.8112072,1.000123058,,3.129351362,0.468532741
462557500,0,-4098,0,-2.79,25.5,462.5575,9.8112072,1.000123058,,2.053325225,-2.78959424
462623750,0,-4086,0,0.201,25.5,462.62375,9.8112072,1.000123058,,-10.34913218,0.201278514
462690000,0,-4094,0,1.788,25.5,462.69,9.8112072,1.000123058,,-1.610023373,1.787653575
462756250,0,-4124,0,0.017,25.5,462.75625,9.8112072,1.000123058,,27.72660842,0.016753937
462822500,0,-4113,0,1.906,25.5,462.8225,9.8112072,1.000123058,,17.39354794,1.905784805
462888750,0,-4107,0,-1.175,25.5,462.88875,9.8112072,1.000123058,,10.56323947,-1.174815357
462955000,0,-4100,0,-1.588,25.5,462.955,9.8112072,1.000123058,,4.334201563,-1.588259422
463021250,0,-4088,0,-0.211,25.5,463.02125,9.8112072,1.000123058,,-8.265001545,-0.210727363
463087500,0,-4066,0,0.219,25.5,463.0875,9.8112072,1.000123058,,-30.01653101,0.219260302
463153750,0,-4110,0,1.589,25.5,463.15375,9.8112072,1.000123058,,14.41849224,1.588585091
463220000,0,-4097,0,2.487,25.5,463.22,9.8112072,1.000123058,,0.629191872,2.487148804
463286250,0,-4095,0,0.851,25.5,463.28625,9.8112072,1.000123058,,-1.096747081,0.85115156
463352500,0,-4099,0,-0.485,25.5,463.3525,9.8112072,1.000123058,,3.455649521,-0.485386732
463418750,0,-4072,0,-0.704,25.5,463.41875,9.8112072,1.000123058,,-23.51242351,-0.703886937
463485000,0,-4106,0,0.664,25.5,463.485,9.8112072,1.000123058,,9.754980563,0.663581417
463551250,0,-4092,0,-1.78,25.5,463.55125,9.8112072,1.000123058,,-3.767463936,-1.779922176
463617500,0,-4083,0,-1.314,25.5,463.6175,9.8112072,1.000123058,,-12.93223185,-1.313923546
463683750,0,-4083,0,0.132,25.5,463.68375,9.8112072,1.000123058,,-12.57258172,0.132293742
463750000,0,-4083,0,-2.37,25.5,463.75,9.8112072,1.000123058,,-13.06998652,-2.370291452
463816250,0,-4139,0,-2.843,25.5,463.81625,9.8112072,1.000123058,,42.76115704,-2.843456068
463882500,0,-4103,0,0.193,25.5,463.8825,9.8112072,1.000123058,,6.580877478,0.193468866
463948750,0,-4104,0,-1.463,25.5,463.94875,9.8112072,1.000123058,,7.665863356,-1.463302103
464015000,0,-4112,0,-0.161,25.5,464.015,9.8112072,1.000123058,,15.69956255,-0.161401647
464081250,0,-4080,0,-4.485,25.5,464.08125,9.8112072,1.000123058,,-16.1765607,-4.485272461
464147500,0,-4128,0,3.134,25.5,464.1475,9.8112072,1.000123058,,32.14946228,3.134306557
464213750,0,-4114,0,0.517,25.5,464.21375,9.8112072,1.000123058,,18.16859924,0.517231486
464280000,0,-4153,0,2.332,25.5,464.28,9.8112072,1.000123058,,57.44328991,2.331643774
464346250,0,-4135,0,1.193,25.5,464.34625,9.8112072,1.000123058,,38.92152216,1.193331407
464412500,0,-4100,0,2.15,25.5,464.4125,9.8112072,1.000123058,,4.090549125,2.14991549
464478750,0,-4115,0,-0.7,25.5,464.47875,9.8112072,1.000123058,,19.04815484,-0.699966374
464545000,0,-4098,0,-1.568,25.5,464.545,9.8112072,1.000123058,,1.551952922,-1.567662019
464611250,0,-4102,0,2.364,25.5,464.61125,9.8112072,1.000123058,,6.186740843,2.363845214
464677500,0,-4116,0,1.14,25.5,464.6775,9.8112072,1.000123058,,19.93163281,1.139875458
464743750,0,-4091,0,0.246,25.5,464.74375,9.8112072,1.000123058,,-4.710577469,0.246330478
464810000,0,-4117,0,0.947,25.5,464.81,9.8112072,1.000123058,,21.35978978,0.947363837
464876250,0,-4089,0,-3.43,25.5,464.87625,9.8112072,1.000123058,,-6.994476146,-3.429845239
464942500,0,-4078,0,-0.906,25.5,464.9425,9.8112072,1.000123058,,-18.29372659,-0.906258756
465008750,0,-4082,0,-0.941,25.5,465.00875,9.8112072,1.000123058,,-13.52703962,-0.940519346
465075000,0,-4078,0,-1.506,25.5,465.075,9.8112072,1.000123058,,-17.99810039,-1.505840668
465141250,0,-4100,0,4.474,25.5,465.14125,9.8112072,1.000123058,,4.343134922,4.473557393
465207500,0,-4087,0,1.72,25.5,465.2075,9.8112072,1.000123058,,-8.678116908,1.720100752
465273750,0,-4115,0,0.55,25.5,465.27375,9.8112072,1.000123058,,18.89376241,0.55000934
465340000,0,-4075,0,3.036,25.5,465.34,9.8112072,1.000123058,,-20.74862863,3.036221286
465406250,0,-4097,0,-0.337,25.5,465.40625,9.8112072,1.000123058,,0.763095129,-0.33661516
465472500,0,-4068,0,1.017,25.5,465.4725,9.8112072,1.000123058,,-28.35508256,1.016994336
465538750,0,-4100,0,0.475,25.5,465.53875,9.8112072,1.000123058,,4.395448276,0.474831331
465605000,0,-4096,0,1.718,25.5,465.605,9.8112072,1.000123058,,0.113649329,1.718364394
465671250,0,-4109,0,-0.576,25.5,465.67125,9.8112072,1.000123058,,12.86240679,-0.576364755
465737500,0,-4089,0,1.952,25.5,465.7375,9.8112072,1.000123058,,-7.415165259,1.952231043
465803750,0,-4092,0,2.253,25.5,465.80375,9.8112072,1.000123058,,-4.307892939,2.252819223
465870000,0,-4106,0,-0.551,25.5,465.87,9.8112072,1.000123058,,9.86828905,-0.551480801
465936250,0,-4117,0,-2.32,25.5,465.93625,9.8112072,1.000123058,,21.4211634,-2.319781298
466002500,0,-4077,0,-1.393,25.5,466.0025,9.8112072,1.000123058,,-18.93267835,-1.392979583
466068750,0,-4096,0,0.35,25.5,466.06875,9.8112072,1.000123058,,-0.213745448,0.350415569
466135000,0,-4042,0,-0.65,25.5,466.135,9.8112072,1.000123058,,-53.54838885,-0.649825195
466201250,0,-4104,0,-1.527,25.5,466.20125,9.8112072,1.000123058,,8.286936257,-1.527032795
466267500,0,-4097,0,-1.373,25.5,466.2675,9.8112072,1.000123058,,0.638282362,-1.372777042
466333750,0,-4097,0,-0.309,25.5,466.33375,9.8112072,1.000123058,,0.884658743,-0.309185452
466400000,0,-4056,0,-0.148,25.5,466.4,9.8112072,1.000123058,,-39.99992728,-0.148069729
466466250,0,-4122,0,3.157,25.5,466.46625,9.8112072,1.000123058,,26.49112889,3.156986106
466532500,0,-4076,0,1.44,25.5,466.5325,9.8112072,1.000123058,,-19.5843634,1.439741244
466598750,0,-4108,0,-0.586,25.5,466.59875,9.8112072,1.000123058,,11.8619475,-0.586351878
466665000,0,-4109,0,-1.241,25.5,466.665,9.8112072,1.000123058,,12.92780224,-1.241178509
466731250,0,-4097,0,2.371,25.5,466.73125,9.8112072,1.000123058,,0.81265356,2.37082588
466797500,0,-4108,0,-2.375,25.5,466.7975,9.8112072,1.000123058,,11.79661992,-2.374907144
466863750,0,-4102,0,-1.299,25.5,466.86375,9.8112072,1.000123058,,5.879065687,-1.298626842
466930000,0,-4086,0,-1.021,25.5,466.93,9.8112072,1.000123058,,-9.828258484,-1.020905183
466996250,0,-4103,0,0.054,25.5,466.99625,9.8112072,1.000123058,,7.30149554,0.053739441
467062500,0,-4106,0,-3.442,25.5,467.0625,9.8112072,1.000123058,,10.0293573,-3.441959129
467128750,0,-4075,0,1.434,25.5,467.12875,9.8112072,1.000123058,,-20.63236021,1.434109093
467195000,0,-4059,0,-3.533,25.5,467.195,9.8112072,1.000123058,,-36.67577614,-3.532812136
467261250,0,-4109,0,-0.592,25.5,467.26125,9.8112072,1.000123058,,13.12886213,-0.592239656
467327500,0,-4086,0,-2.147,25.5,467.3275,9.8112072,1.000123058,,-9.973882167,-2.146851544
467393750,0,-4106,0,1.046,25.5,467.39375,9.8112072,1.000123058,,10.11242747,1.045562679
467460000,0,-4103,0,-1.117,25.5,467.46,9.8112072,1.000123058,,7.025036427,-1.116508731
467526250,0,-4108,0,0.331,25.5,467.52625,9.8112072,1.000123058,,11.67984729,0.3310655
467592500,0,-4094,0,-2.272,25.5,467.5925,9.8112072,1.000123058,,-2.461072188,-2.272196762
467658750,0,-4088,0,-0.547,25.5,467.65875,9.8112072,1.000123058,,-7.585533076,-0.547333741
467725000,0,-4088,0,-5.318,25.5,467.725,9.8112072,1.000123058,,-7.791267537,-5.317582011
467791250,0,-4075,0,-1.564,25.5,467.79125,9.8112072,1.000123058,,-20.76696041,-1.564394579
467857500,0,-4099,0,0.884,25.5,467.8575,9.8112072,1.000123058,,3.461200904,0.88437943
467923750,0,-4104,0,1.218,25.5,467.92375,9.8112072,1.000123058,,8.224282992,1.218318103
467990000,0,-4080,0,-0.744,25.5,467.99,9.8112072,1.000123058,,-16.15734793,-0.743921333
468056250,0,-4089,0,-1.789,25.5,468.05625,9.8112072,1.000123058,,-7.324662744,-1.788658218
468122500,0,-4075,0,2.181,25.5,468.1225,9.8112072,1.000123058,,-20.60925358,2.180924882
468188750,0,-4099,0,1.388,25.5,468.18875,9.8112072,1.000123058,,2.789205676,1.388449083
468255000,0,-4081,0,0.798,25.5,468.255,9.8112072,1.000123058,,-14.64281199,0.798058474
468321250,0,-4067,0,0.65,25.5,468.32125,9.8112072,1.000123058,,-28.7530955,0.649584059
468387500,0,-4090,0,-1.371,25.5,468.3875,9.8112072,1.000123058,,-5.901870515,-1.370882768
468453750,0,-4096,0,1.034,25.5,468.45375,9.8112072,1.000123058,,-0.021483266,1.034131313
468520000,0,-4092,0,-3.908,25.5,468.52,9.8112072,1.000123058,,-4.139729833,-3.908141833
468586250,0,-4115,0,-0.004,25.5,468.58625,9.8112072,1.000123058,,19.42324842,-0.00431567
468652500,0,-4127,0,0.343,25.5,468.6525,9.8112072,1.000123058,,31.10739916,0.342819288
468718750,0,-4086,0,1.773,25.5,468.71875,9.8112072,1.000123058,,-10.11946541,1.773429219
468785000,0,-4087,0,-2.597,25.5,468.785,9.8112072,1.000123058,,-8.988896094,-2.596700403
468851250,0,-4088,0,-1.259,25.5,468.85125,9.8112072,1.000123058,,-8.221106858,-1.258510004
468917500,0,-4111,0,-1.505,25.5,468.9175,9.8112072,1.000123058,,15.22298949,-1.504696548
468983750,0,-4102,0,1.927,25.5,468.98375,9.8112072,1.000123058,,5.804572676,1.926718334
469050000,0,-4079,0,-1.413,25.5,469.05,9.8112072,1.000123058,,-16.71490256,-1.413045469
469116250,0,-4108,0,0.938,25.5,469.11625,9.8112072,1.000123058,,12.08766593,0.938006253
469182500,0,-4086,0,-2.689,25.5,469.1825,9.8112072,1.000123058,,-9.665759315,-2.689374395
469248750,0,-4086,0,0.859,25.5,469.24875,9.8112072,1.000123058,,-9.792727724,0.859351881
469315000,0,-4110,0,0.724,25.5,469.315,9.8112072,1.000123058,,13.85389493,0.723909724
469381250,0,-4088,0,-1.85,25.5,469.38125,9.8112072,1.000123058,,-7.513560075,-1.849995
469447500,0,-4089,0,0.09,25.5,469.4475,9.8112072,1.000123058,,-6.869882344,0.090186823
469513750,0,-4114,0,1.825,25.5,469.51375,9.8112072,1.000123058,,17.87822879,1.824700312
469580000,0,-4091,0,0.889,25.5,469.58,9.8112072,1.000123058,,-5.297949624,0.889066836
469646250,0,-4126,0,-1.291,25.5,469.64625,9.8112072,1.000123058,,30.29615839,-1.291296491
469712500,0,-4097,0,-1.695,25.5,469.7125,9.8112072,1.000123058,,1.143669374,-1.694689656
469778750,0,-4092,0,-0.617,25.5,469.77875,9.8112072,1.000123058,,-4.130482404,-0.617034065
469845000,0,-4088,0,-0.846,25.5,469.845,9.8112072,1.000123058,,-8.300787639,-0.845830803
469911250,0,-4072,0,2.46,25.5,469.91125,9.8112072,1.000123058,,-23.86756836,2.459682527
469977500,0,-4117,0,2.345,25.5,469.9775,9.8112072,1.000123058,,21.48782557,2.344666222
470043750,0,-4095,0,-0.102,25.5,470.04375,9.8112072,1.000123058,,-0.595212257,-0.102333535
470110000,0,-4109,0,-4.096,25.5,470.11,9.8112072,1.000123058,,13.13210908,-4.095951675
470176250,0,-4095,0,0.235,25.5,470.17625,9.8112072,1.000123058,,-1.119245458,0.235163794
470242500,0,-4095,0,0.126,25.5,470.2425,9.8112072,1.000123058,,-1.406423935,0.126481408
470308750,0,-4086,0,-2.161,25.5,470.30875,9.8112072,1.000123058,,-9.764654759,-2.16133037
470375000,0,-4081,0,1.461,25.5,470.375,9.8112072,1.000123058,,-14.91430745,1.460846542
470441250,0,-4091,0,0.712,25.5,470.44125,9.8112072,1.000123058,,-4.748883032,0.711971731
470507500,0,-4081,0,-0.18,25.5,470.5075,9.8112072,1.000123058,,-15.12074093,-0.180242088
470573750,0,-4107,0,-3.972,25.5,470.57375,9.8112072,1.000123058,,11.0728935,-3.97191759
470640000,0,-4099,0,-2.402,25.5,470.64,9.8112072,1.000123058,,2.630620683,-2.40240946
470706250,0,-4101,0,2.186,25.5,470.70625,9.8112072,1.000123058,,4.662289332,2.185534421
470772500,0,-4110,0,0.137,25.5,470.7725,9.8112072,1.000123058,,14.41304993,0.137080197
470838750,0,-4094,0,-1.304,25.5,470.83875,9.8112072,1.000123058,,-1.89505315,-1.304077484
470905000,0,-4103,0,2.934,25.5,470.905,9.8112072,1.000123058,,7.00844598,2.933842989
470971250,0,-4097,0,2.628,25.5,470.97125,9.8112072,1.000123058,,1.332674434,2.628024814
471037500,0,-4068,0,-0.545,25.5,471.0375,9.8112072,1.000123058,,-28.25959979,-0.544835688
471103750,0,-4107,0,0.186,25.5,471.10375,9.8112072,1.000123058,,10.60712572,0.185810627
471170000,0,-4118,0,0.08,25.5,471.17,9.8112072,1.000123058,,22.2708338,0.079703339
471236250,0,-4104,0,-0.783,25.5,471.23625,9.8112072,1.000123058,,8.271113634,-0.782617046
471302500,0,-4083,0,1.031,25.5,471.3025,9.8112072,1.000123058,,-13.11683695,1.031055281
471368750,0,-4095,0,-0.381,25.5,471.36875,9.8112072,1.000123058,,-1.13970275,-0.380569748
471435000,0,-4087,0,-5.23,25.5,471.435,9.8112072,1.000123058,,-9.364248643,-5.229636881
471501250,0,-4090,0,2.384,25.5,471.50125,9.8112072,1.000123058,,-5.666098207,2.383930512
471567500,0,-4089,0,-1.383,25.5,471.5675,9.8112072,1.000123058,,-6.87649366,-1.383140763
471633750,0,-4079,0,0.713,25.5,471.63375,9.8112072,1.000123058,,-16.70698516,0.712627792
471700000,0,-4101,0,0.09,25.5,471.7,9.8112072,1.000123058,,5.420087106,0.089736605
471766250,0,-4099,0,-0.226,25.5,471.76625,9.8112072,1.000123058,,3.114822401,-0.225662486
471832500,0,-4090,0,-1.595,25.5,471.8325,9.8112072,1.000123058,,-5.899616869,-1.595443332
471898750,0,-4088,0,-0.69,25.5,471.89875,9.8112072,1.000123058,,-8.495244715,-0.690018759
471965000,0,-4119,0,1.194,25.5,471.965,9.8112072,1.000123058,,22.86146123,1.193615633
472031250,0,-4078,0,2.822,25.5,472.03125,9.8112072,1.000123058,,-17.70996851,2.821574694
472097500,0,-4099,0,1.482,25.5,472.0975,9.8112072,1.000123058,,2.910354979,1.481810561
472163750,0,-4123,0,-0.927,25.5,472.16375,9.8112072,1.000123058,,27.00688795,-0.927261628
472230000,0,-4085,0,-0.109,25.5,472.23,9.8112072,1.000123058,,-11.06508306,-0.109291557
472296250,0,-4105,0,-2.64,25.5,472.29625,9.8112072,1.000123058,,8.832269061,-2.640142968
472362500,0,-4090,0,0.837,25.5,472.3625,9.8112072,1.000123058,,-5.520635861,0.83715227
472428750,0,-4102,0,0.913,25.5,472.42875,9.8112072,1.000123058,,6.245757656,0.913165221
472495000,0,-4101,0,-2.467,25.5,472.495,9.8112072,1.000123058,,5.401252924,-2.466708816
472561250,0,-4100,0,-0.213,25.5,472.56125,9.8112072,1.000123058,,4.410671704,-0.213413849
472627500,0,-4082,0,0.231,25.5,472.6275,9.8112072,1.000123058,,-14.40302208,0.230990922
472693750,0,-4084,0,1.538,25.5,472.69375,9.8112072,1.000123058,,-11.95022427,1.538066893
472760000,0,-4121,0,-2.294,25.5,472.76,9.8112072,1.000123058,,24.66265553,-2.29404011
472826250,0,-4102,0,0.444,25.5,472.82625,9.8112072,1.000123058,,6.442565995,0.443655586
472892500,0,-4107,0,-1.352,25.5,472.8925,9.8112072,1.000123058,,10.96403205,-1.352349569
472958750,0,-26415,0,-2.518,25.5,472.95875,63.3005592,6.452656391,,-14.55353574,-2.901960144
473025000,0,-24480,0,-0.069,25.5,473.025,58.6151736,5.97504318,,6.476879026,-2.341317527
473091250,0,-25030,0,8.82,25.5,473.09125,59.9950032,6.115698593,,-19.58738928,3.149821649
473157500,0,-25831,0,8.13,25.5,473.1575,61.8234984,6.302089541,,18.35743983,-2.464822288
473223750,0,-26572,0,13.396,25.5,473.22375,63.6577848,6.489070826,,-6.612877585,-3.705991225
473290000,0,-27366,0,27.346,25.5,473.29,65.4966432,6.676518165,,19.67752853,2.09817942
473356250,0,-27809,0,33.126,25.5,473.35625,66.6740856,6.796542875,,-29.04002381,-1.959650282
473422500,0,-28248,0,48.654,25.5,473.4225,67.6482264,6.89584367,,3.425315528,2.000842127
473488750,0,-28650,0,60.023,25.5,473.48875,68.6208432,6.994989113,,-1.188850396,0.043440808
473555000,0,-29055,0,75.452,25.5,473.555,69.591936,7.093979205,,-1.850444137,0.356797776
473621250,0,-29460,0,90.042,25.5,473.62125,70.5612,7.192782875,,-1.564334313,-1.987043474
473687500,0,-29871,0,112.088,25.5,473.6875,71.5280256,7.291337982,,5.723166679,1.278155521
473753750,0,-30243,0,130.963,25.5,473.75375,72.4009728,7.380323425,,13.31154003,-0.504509872
473820000,0,-30546,0,157.821,25.5,473.82,73.1187768,7.453494067,,17.41035564,3.79112284
473886250,0,-30820,0,177.805,25.5,473.88625,73.8326184,7.526260795,,-6.739752018,-0.712453231
473952500,0,-31115,0,204.983,25.5,473.9525,74.5415832,7.598530398,,-8.575455238,0.031766839
474018750,0,-31408,0,233.206,25.5,474.01875,75.2456712,7.670302875,,-9.506889838,-0.147671857
474085000,0,-31715,0,263.661,25.5,474.085,75.9445776,7.741547156,,6.344291788,-0.085244137
474151250,0,-31975,0,295.245,25.5,474.15125,76.6379976,7.812232171,,-23.71209306,-0.905286946
474217500,0,-32302,0,331.464,25.5,474.2175,77.3259312,7.88235792,,16.36317916,0.87650201
474283750,0,-32425,0,364.49,25.5,474.28375,77.6109192,7.911408685,,20.21954159,-2.585551134
474350000,0,-32337,0,403.858,25.5,474.35,77.4920472,7.899291254,,-17.86305099,-1.767608308
474416250,0,-32300,0,444.731,25.5,474.41625,77.3622024,7.886055291,,-0.627963901,-1.503072456
474482500,0,-32258,0,485.437,25.5,474.4825,77.2216896,7.871731865,,15.66752776,-3.459153435
474548750,0,-32175,0,534.976,25.5,474.54875,77.0708136,7.856352049,,-3.650397635,1.368920357
474615000,0,-32102,0,581.086,25.5,474.615,76.9092696,7.839884771,,-9.923362565,0.721883326
474681250,0,-32030,0,630.622,25.5,474.68125,76.7376672,7.822392171,,-10.32925586,1.461403991
474747500,0,-31974,0,683.152,25.5,474.7475,76.5553968,7.80381211,,10.4960205,3.158795087
474813750,0,-31767,0,732.616,25.5,474.81375,76.064364,7.753757798,,8.177836586,-0.237963178
474880000,0,-31416,0,789.112,25.5,474.88,75.2761512,7.673409908,,-13.86555494,1.382676194
474946250,0,-31087,0,844.616,25.5,474.94625,74.4760512,7.591850275,,-8.723810777,0.020936352
475012500,0,-30748,0,906.338,25.5,475.0125,73.6637592,7.509047829,,-8.377348557,2.911686648
475078750,0,-30420,0,962.022,25.5,475.07875,72.8401896,7.42509578,,7.762747269,-2.176825669
475145000,0,-30075,0,1030.62,25.5,475.145,72.0053424,7.339994128,,11.00070695,3.731758959
475211250,0,-29714,0,1090.932,25.5,475.21125,71.1598272,7.253805015,,3.177497835,-0.536391456
475277500,0,-29047,0,1155.602,25.5,475.2775,69.5770008,7.092456758,,-3.519313292,-2.308647698
475343750,0,-28319,0,1227.544,25.5,475.34375,67.8125136,6.912590581,,5.482985165,1.374113794
475410000,0,-27572,0,1296.043,25.5,475.41,66.0367488,6.731574801,,-0.043272182,-0.149572039
475476250,0,-26854,0,1369.153,25.5,475.47625,64.2506208,6.54950263,,28.13216093,1.229081386
475542500,0,-26248,0,1441.723,25.5,475.5425,62.8046496,6.402104954,,25.10478293,0.412323628
475608750,0,-25837,0,1512.174,25.5,475.60875,61.8884208,6.308707523,,-2.774311088,-4.136074718
475675000,0,-25441,0,1590.474,25.5,475.675,60.9657912,6.214657615,,-14.06001642,-2.418710862
475741250,0,-25058,0,1671.332,25.5,475.74125,60.0373704,6.12001737,,-9.35439416,0.301154363
475807500,0,-24658,0,1750.844,25.5,475.8075,59.1034632,6.024817859,,-19.50899049,0.148409444
475873750,0,-22139,0,1832.678,25.5,475.87375,53.0431248,5.407046361,,-8.097862852,0.827004543
475940000,0,-11606,0,1915.842,25.5,475.94,27.8212296,2.836007095,,-9.858077912,1.544262687
476006250,0,1112,0,1996.743,25.5,476.00625,-2.6697432,-0.272145076,,3.271886777,-0.523168624
476072500,0,4043,0,2079.138,25.5,476.0725,-9.6374712,-0.982412966,,-18.06692313,-0.758313245
476138750,0,3959,0,2160.316,25.5,476.13875,-9.4847664,-0.966846728,,1.466008495,-1.633573338
476205000,0,3904,0,2242.381,25.5,476.205,-9.3348048,-0.951560122,,-6.32958834,-1.038805824
476271250,0,3832,0,2324.326,25.5,476.27125,-9.1872816,-0.93652208,,4.703451011,0.018307032
476337500,0,3766,0,2402.127,25.5,476.3375,-9.0425016,-0.92176367,,9.584238234,-2.492915819
476403750,0,3764,0,2487.888,25.5,476.40375,-8.8998552,-0.907222752,,-47.57667433,3.527708906
476470000,0,3639,0,2561.698,25.5,476.47,-8.759952,-0.892961468,,19.10898877,-1.834100751
476536250,0,3594,0,2640.73,25.5,476.53625,-8.6224872,-0.878948746,,6.949439893,-1.41106883
476602500,0,3561,0,2721.22,25.5,476.6025,-8.487156,-0.865153517,,-16.65160775,1.029088942
476668750,0,3491,0,2799.116,25.5,476.66875,-8.3542632,-0.85160685,,-2.330204665,1.43093411
476735000,0,3433,0,2876.111,25.5,476.735,-8.223504,-0.838277676,,1.166542769,1.481913137
476801250,0,3361,0,2948.136,25.5,476.80125,-8.0948784,-0.825165994,,19.25783094,-2.889155862
476867500,0,3320,0,3027.683,25.5,476.8675,-7.9683864,-0.812271804,,7.423290339,0.804673308
476933750,0,3283,0,3100.902,25.5,476.93375,-7.844028,-0.799595107,,-7.002742828,-1.290315096
477000000,0,3239,0,3176.168,25.5,477,-7.7214984,-0.787104832,,-14.77111605,-0.802505462
477066250,0,3166,0,3252.842,25.5,477.06625,-7.6014072,-0.774863119,,7.902189781,1.625389842
477132500,0,3119,0,3323.774,25.5,477.1325,-7.48284,-0.762776758,,5.773484047,-1.161130685
477198750,0,3075,0,3395.223,25.5,477.19875,-7.3664064,-0.75090789,,0.858653084,-2.906019722
477265000,0,3015,0,3473.918,25.5,477.265,-7.2521064,-0.739256514,,13.20137316,3.116131598
477331250,0,2974,0,3540.687,25.5,477.33125,-7.1393304,-0.727760489,,7.466340991,-2.269550684
477397500,0,2940,0,3613.464,25.5,477.3975,-7.0283832,-0.716450887,,-5.138942444,-1.133982448
477463750,0,2874,0,3685.736,25.5,477.46375,-6.9192648,-0.705327706,,15.50905293,0.006986457
477530000,0,2822,0,3756.847,25.5,477.53,-6.8119752,-0.694390948,,22.80336456,0.49612694
477596250,0,2786,0,3828.537,25.5,477.59625,-6.7062096,-0.683609541,,14.83834733,2.066926105
477662500,0,2769,0,3896.11,25.5,477.6625,-6.601968,-0.672983486,,-11.84708703,0.02164593
